soru,cevap
Anayasada yargı yetkisinin kullanılma şekli nasıl ifade edilmiştir?,"Anayasada yargı yetkisinin, Türk Milleti adına bağımsız mahkemelerce kullanıldığı ifade edilmiştir."
Yargı yetkisi kim adına kullanılır?,"Yargı yetkisi, Türk Milleti adına kullanılır."
Anayasanın 9. maddesine hangi ibare eklenmiştir?,Anayasanın 9. maddesine 've tarafsız' ibaresi eklenmiştir.
Yargı bağımsızlığının hangi ilkeyi de içerdiği vurgulanmaktadır?,Yargı bağımsızlığının tarafsızlık ilkesini de içerdiği vurgulanmaktadır.
Anayasa Komisyonu hangi maddeyi kabul etmiştir?,"Anayasa Komisyonu, 9. maddeyi kabul etmiştir."
Anayasa değişikliği kanun teklifi hangi tarihteki anayasa maddesine ekleme yapmıştır?,7/11/1982 tarihli anayasa maddesine ekleme yapılmıştır.
Türkiye Cumhuriyeti Anayasası'nın hangi maddesi belirtilmiştir?,37
Anayasa'nın 10. maddesine göre kanun önünde kimler eşittir?,"Herkes, dil, ırk, renk, cinsiyet, siyasî düşünce, felsefî inanç, din, mezhep ve benzeri sebeplerle ayırım gözetilmeksizin kanun önünde eşittir."
Kadınlar ve erkeklerin eşit haklara sahip olması için devletin yükümlülüğü nedir?,"Devlet, kadınlar ve erkekler arasındaki eşitliğin yaşama geçmesini sağlamakla yükümlüdür."
Eşitlik ilkesine aykırı sayılmayan tedbirler kimler için alınabilir?,"Çocuklar, yaşlılar, özürlüler, harp ve vazife şehitlerinin dul ve yetimleri ile malul ve gaziler için alınacak tedbirler eşitlik ilkesine aykırı sayılmaz."
Hangi ibare Anayasa Mahkemesi tarafından iptal edilmiştir?,9/2/2008 tarihli ve 5735 sayılı Kanun’un 1. maddesiyle eklenen 've her türlü kamu hizmetlerinden yararlanılmasında' ibaresi Anayasa Mahkemesi tarafından iptal edilmiştir.
Devlet organları ve idare makamları hangi ilkeye uygun hareket etmek zorundadır?,Devlet organları ve idare makamları bütün işlemlerinde kanun önünde eşitlik ilkesine uygun olarak hareket etmek zorundadırlar.
Kanun önünde eşitlik ilkesine göre hangi sebeplerle ayırım yapılamaz?,"Dil, ırk, renk, cinsiyet, siyasî düşünce, felsefî inanç, din, mezhep ve benzeri sebeplerle ayırım yapılamaz."
Devlet organları ve idare makamları hangi ilkeye uygun hareket etmek zorundadır?,Devlet organları ve idare makamları kanun önünde eşitlik ilkesine uygun olarak hareket etmek zorundadır.
Danışma Meclisinin kabul ettiği metne göre hangi madde kanun önünde eşitlik ilkesini içerir?,Danışma Meclisinin kabul ettiği metinde kanun önünde eşitlik ilkesi 6. maddede yer almaktadır.
Kanun önünde eşitlik ilkesi demokrasinin kaç vazgeçilmez ilkesinden birini oluşturur?,Kanun önünde eşitlik ilkesi demokrasinin üç vazgeçilmez ilkesinden birini oluşturur.
Millî Güvenlik Konseyi Anayasa Komisyonunun kabul ettiği metinde kanun önünde eşitlik maddesi kaçıncı madde olarak yer alır?,Millî Güvenlik Konseyi Anayasa Komisyonunun kabul ettiği metinde kanun önünde eşitlik 10. madde olarak yer alır.
Kanun önünde eşitlik ilkesi hangi sebeplerle ayırım gözetilmemesini öngörür?,"Dil, ırk, renk, cinsiyet, siyasî düşünce, felsefî inanç, din, mezhep ve benzeri sebeplerle ayırım gözetilmeksizin kanun önünde eşitlik öngörülür."
Devletin kadın ve erkek eşitliği konusunda yükümlülüğü nedir?,"Devlet, kadınlar ve erkekler arasındaki eşitliğin yaşama geçmesini sağlamakla yükümlüdür."
Hangi kişi veya gruplara imtiyaz tanınamaz?,"Hiçbir kişiye, aileye, zümreye veya sınıfa imtiyaz tanınamaz."
Avrupa Birliği Temel Haklar Şartının hangi maddesinde herkesin kanunlar önünde eşit olduğu vurgulanmıştır?,Avrupa Birliği Temel Haklar Şartının 20. maddesinde herkesin kanunlar önünde eşit olduğu vurgulanmıştır.
Avrupa Birliği Anayasa Taslağında cinsiyet eşitliği hakkında hangi alanlarda eşitlik sağlanacağı belirtilmiştir?,"İstihdam, çalışma ve ücret de dahil olmak üzere her alanda erkeklerle kadınlar arasında eşitlik sağlanacağı belirtilmiştir."
"Anayasa Komisyonu, çerçeve 1. madde üzerinde hangi değişikliği önermiştir?",Fırsat eşitliği ve olumlu ayrımcılıkla ilgili düzenlemenin eklenmesi gerektiği ifade edilmiştir.
Çerçeve 1. maddeye eklenen yeni fıkra nedir?,"Kadınlar ve erkekler eşit haklara sahiptir. Devlet, bu eşitliğin yaşama geçmesini sağlamakla yükümlüdür."
"Anayasa Komisyonu, çerçeve 1. maddeyi hangi gerekçeyle değiştirmiştir?",Maddenin mevcut şeklinin yetersiz olduğu ve ek düzenlemelerle uyumlu hale getirilmesi gerektiği gerekçesiyle değiştirilmiştir.
Anayasa Komisyonunun kabul ettiği metin hangi tarihe aittir?,7.11.1982 tarihli ve 2709 sayılı Türkiye Cumhuriyeti Anayasasına aittir.
"Anayasa Komisyonu, kadınlar ve erkekler arasındaki eşitliğin sağlanması konusunda devlete hangi yükümlülüğü vermiştir?","Devlet, kadınlar ve erkekler arasındaki eşitliğin yaşama geçmesini sağlamakla yükümlüdür."
Anayasanın 10. maddesi neyi düzenler?,"Anayasanın 10. maddesi, herkesin kanun önünde dil, ırk, renk, cinsiyet, siyasi düşünce, felsefi inanç, din, mezhep ve benzeri sebeplerle ayrım gözetilmeksizin eşit olduğunu düzenler."
Devletin kanun önünde eşitlik ilkesini sağlamak için ne gibi yükümlülükleri vardır?,"Devlet, kanun önünde eşitlik ilkesini sağlamak için negatif ve pozitif yükümlülüklere sahiptir ve ayrımcılık girişimlerini önlemekle yükümlüdür."
Kadınlar ve erkekler arasında hangi haklar açısından eşitlik vardır?,Kadınlar ve erkekler eşit haklara sahiptir.
Anayasanın 5. maddesine göre devletin temel amaçları arasında neler bulunmaktadır?,"Anayasanın 5. maddesine göre devletin temel amaçları, kişinin temel hak ve hürriyetlerini, sosyal hukuk devleti ve adalet ilkeleriyle bağdaşmayacak surette sınırlayan engelleri kaldırmak ve insanın maddi ve manevi varlığının gelişmesi için gerekli şartları hazırlamaktır."
Üniversiteler hangi hizmeti sunarken ayrımcılık yapmamalıdır?,"Üniversiteler, yükseköğretim hizmeti sunarken dil, ırk, renk, cinsiyet, siyasi düşünce, felsefi inanç, din, mezhep, giyim, kuşam ve benzeri sebeplerle ayrımcılık yapmamalıdır."
Anayasa Komisyonu'nun 1. madde üzerindeki görüşmeleri hangi ilkeye vurgu yapmaktadır?,Toplumsal barışın sağlanması adına eşitlik ilkesine vurgu yapılmaktadır.
İslamiyetin en güzel yaşandığı yer olarak Türkiye'nin gösterilmesinin nedeni nedir?,Bunun nedeni laiklik ilkesidir.
AİHM kararlarında başörtüsü konusunda hangi husus göz önünde bulundurulmalıdır?,Başörtüsünün takmayanlarda uyandıracağı baskı göz önünde bulundurulmalıdır.
Anayasa'nın hangi maddesi din istismarını engellemeyi amaçlamaktadır?,24. maddenin son fıkrası din istismarını engellemeyi amaçlamaktadır.
Anayasa Mahkemesi kararında laik Cumhuriyet ilkesi nasıl tanımlanmaktadır?,"Laik Cumhuriyet ilkesi, egemenliğin ulusa ait olduğu, ulusal irade dışında herhangi bir dogmanın siyasal düzene yön vermesine olanak bulunmadığı şeklinde tanımlanmaktadır."
Türkiye Cumhuriyeti Anayasası'na göre vicdan özgürlüğü nasıl tanımlanmıştır?,"Vicdan özgürlüğü, ayrımsız ve önkoşulsuz olarak herkese tanınmış ve anayasada öngörülenin ötesinde herhangi bir sınırlamaya tabi tutulmamıştır."
Laiklik ilkesi Anayasa'nın hangi maddelerinde yer almaktadır?,"Laiklik ilkesi, Anayasa'nın Başlangıç kısmının 5. paragrafında, 14. maddesinde, 42. maddesinde ve 174. maddesinde yer almaktadır."
Anayasa'nın 24. maddesi neyi yasaklamaktadır?,"Anayasa'nın 24. maddesi, din kurallarına dayandırma veya siyasi ya da kişisel çıkar sağlama amacıyla dinin veya dini duyguların kötüye kullanılmasını yasaklamaktadır."
Laiklik ilkesinin düşünsel temelleri hangi dönemlerden alınmıştır?,"Laiklik ilkesinin düşünsel temelleri Rönesans, Reformasyon ve Aydınlanma dönemlerinden alınmıştır."
Anayasa Mahkemesi'nin laiklik ilkesiyle ilgili kararları neye dayanır?,"Anayasa Mahkemesi'nin laiklik ilkesiyle ilgili kararları, siyasal ve hukuksal yapının dogmalardan arındırılarak akılcılığı ve bilimsel yöntemleri esas alan katılımcı demokratik süreçlere dayanmasına ve evrensel değerlerin egemen olduğu bir toplum yapısına dayanır."
Anayasa'nın 10. ve 42. maddelerinde yapılan değişikliklerin amacı nedir?,"Anayasa'nın 10. ve 42. maddelerinde yapılan değişikliklerin amacı, yükseköğretim kurumlarında dil, renk, cinsiyet, siyasi düşünce, felsefi inanç, mezhep, giyim, kuşam gibi sebeplerle ayrımcılık yapılmasını önlemek ve yükseköğrenim hakkından eşit şekilde yararlanılmasını sağlamaktır."
5735 Sayılı Kanun'un genel gerekçesi nedir?,"5735 Sayılı Kanun'un genel gerekçesi, yükseköğretim kurumlarında kılık ve kıyafetlerinden dolayı bazı öğrencilerin eğitim ve öğrenim hakkının engellenmesi sorununu çözmek ve bu konuda ayrımcılığı önlemektir."
Türkiye Cumhuriyeti Anayasası'nda yapılan değişiklikler hangi sorunu çözmeyi hedeflemektedir?,"Anayasa'da yapılan değişiklikler, yükseköğretim kurumlarında kılık ve kıyafet nedeniyle eğitim ve öğrenim hakkının engellenmesi sorununu çözmeyi hedeflemektedir."
Yükseköğretim kurumlarında hangi tür ayrımcılıklar önlenmek istenmektedir?,"Yükseköğretim kurumlarında dil, renk, cinsiyet, siyasi düşünce, felsefi inanç, mezhep, giyim ve kuşam gibi sebeplerle yapılan ayrımcılıklar önlenmek istenmektedir."
Anayasa değişiklikleri hangi ilkeye dayanarak yapılmıştır?,"Anayasa değişiklikleri, kanun önünde eşitlik ilkesi gereği kişilerin yükseköğrenim hakkından ayrımcılığa tabi tutulmadan yararlanması ilkesine dayanarak yapılmıştır."
5735 sayılı Kanun'un temel hedefi nedir?,"Temel hedef, yükseköğrenim hakkını kullananlar için dinî amaçlı örtünme serbestîsi tanınmasıdır."
Meclis görüşmelerinde dava konusu kurallar hangi gerekçelerle eleştirilmiştir?,"Kurallar, toplumdaki kaygıların giderilmediği, güvence taleplerine sessiz kalındığı, demokratik uzlaşma yollarının dışlanarak meydan okuma veya dayatma yöntemlerinin benimsendiği gerekçeleriyle eleştirilmiştir."
5735 sayılı Kanun'un 1. maddesi neyi düzenlemektedir?,"Devlet organları ve idare makamlarına, kamu hizmetlerinden kişilerin kanun önünde eşitlik ilkesine uygun bir biçimde yararlanmalarını sağlama yükümlülüğü getirilmiştir."
5735 sayılı Kanun'un 2. maddesi hangi durumu engellemektedir?,Kanunda açıkça yazılı olmayan sebeplerle kimsenin yüksek öğrenim hakkını kullanmaktan mahrum edilemeyeceğini belirtir ve dinî amaçlı örtünme nedeniyle öğrenim hakkından yararlanmanın engellenmesini önler.
Dinsel simgelerin dersliklerde baskı aracı olma olasılığına karşı ne gibi endişeler bulunmaktadır?,"Dinsel simgelerin farklı yaşam tercihlerine, siyasal görüşlere veya inançlara sahip insanlar üzerinde baskı aracı olma ve eğitim aksamalarına yol açma olasılığı bulunmaktadır."
Anayasal düzenimizde yasa koyucuyu yasal düzenlemeye zorlayıcı bir mekanizma var mıdır?,"Hayır, anayasal düzenimizde yasa koyucuyu yasal düzenlemeye zorlayıcı bir hukuksal yaptırım mekanizması bulunmamaktadır."
"Anayasa, dinin istismar edilerek toplumsal sorunların çözümünde kullanılmasına izin verir mi?","Hayır, Anayasa dinin, din duygularının veya dince kutsal sayılan şeylerin istismar edilmek suretiyle kullanılmasına izin vermemektedir."
Anayasa Mahkemesi'nin başörtüsü takılmasına ilişkin kararı nedir?,"Anayasa Mahkemesi, dini inanç gereği başörtüsü takılmasına izin veren bir düzenlemenin Anayasa’ya aykırı olduğunu belirtmiştir."
Avrupa İnsan Hakları Mahkemesi'nin Leyla Şahin kararında ne vurgulanmıştır?,"Avrupa İnsan Hakları Mahkemesi, dinsel sembollerin kullanımına ilişkin düzenlemelerde sözleşmeci devletlerin takdir hakkının geniş olduğunu vurgulamıştır."
Anayasa'nın 24. maddesi hangi konuları içermektedir?,"Anayasa'nın 24. maddesi, dinin istismar edilmemesi ve toplumsal sorunların demokratik yöntemlerle çözülmesi gerektiği konularını içermektedir."
Başörtüsünün yasaklanmasının gerekçesi nedir?,"Başörtüsünün yasaklanması, 'başkalarının hak ve özgürlüklerinin korunması' ile 'kamu düzeni ve güvenliğinin sağlanması' bakımından demokratik bir toplumda zorunlu bir tedbir olarak kabul edilmiştir."
Dahlab-İsviçre kararında türbanın nasıl bir simge olduğu belirtilmiştir?,"Dahlab-İsviçre kararında türban, cinsiyetler arası eşitlik ilkesiyle bağdaşması güç olan dini bir simge olarak belirtilmiştir."
Avrupa İnsan Hakları Mahkemesi'nin Refah Partisi kararında başörtüsü takma özgürlüğü hangi durumlarda sınırlanabilir?,"Başörtüsü takma özgürlüğü, başkalarının hak ve özgürlüklerinin, kamu düzeni ve güvenliğinin korunması gereğiyle çatışması durumunda sınırlanabilir."
Anayasa Mahkemesi kararlarına göre Anayasa’nın 10. ve 42. maddelerinde yapılan düzenleme neden laiklik ilkesine aykırıdır?,"Bu düzenleme, dini siyasete alet etmesi ve başkalarının haklarını ihlale ve kamu düzeninin bozulmasına yol açması nedeniyle laiklik ilkesine aykırıdır."
Anayasa'nın 148. maddesinin ikinci fıkrasına göre hangi koşul yerine getirilmemiştir?,Anayasa'nın 148. maddesinin ikinci fıkrasına göre teklif koşulu yerine getirilmiş olarak kabul edilemez.
Kanun önünde eşitlik ilkesi hangi sebeplerle ayrım gözetilmeden uygulanır?,"Dil, ırk, renk, cinsiyet, siyasî düşünce, felsefî inanç, din, mezhep ve benzeri sebeplerle ayrım gözetilmeksizin uygulanır."
Devletin eşitliği sağlama yükümlülüğü nedir?,"Devlet, kadınlar ve erkekler arasındaki eşitliğin yaşama geçmesini sağlamakla yükümlüdür."
Hangi gruplar için alınacak tedbirler eşitlik ilkesine aykırı sayılmaz?,"Çocuklar, yaşlılar, özürlüler, harp ve vazife şehitlerinin dul ve yetimleri ile malul ve gaziler için alınacak tedbirler eşitlik ilkesine aykırı sayılmaz."
Devlet organları ve idare makamları hangi ilkeye uygun hareket etmek zorundadır?,"Devlet organları ve idare makamları, kanun önünde eşitlik ilkesine uygun olarak hareket etmek zorundadır."
Anayasa değişikliği ile hangi tedbirlerin eşitlik ilkesine aykırı sayılamayacağı vurgulanmaktadır?,Kadın ve erkek arasındaki eşitliği sağlamaya yönelik tedbirler ve özel surette korunması gereken kesimler için alınacak tedbirler eşitlik ilkesine aykırı sayılamaz.
Teklifin çerçeve 1 inci maddesi neyi değiştirmeyi öngörmektedir?,"Anayasanın 10 uncu maddesinde değişiklik öngörerek kadın - erkek eşitliğini sağlamaya yönelik alınacak tedbirlerle yaşlılar, çocuklar ve engelliler gibi özel surette korunması gerekenler için alınacak tedbirlerin eşitlik ilkesine aykırı sayılamayacağı düzenlemesini getirmektedir."
Anayasanın 61 inci maddesinde ne tür bir düzenleme bulunmaktadır?,Anayasanın 61 inci maddesi sistematik olarak korunacak gruplar için somut bir düzenleme içermektedir.
Özel surette korunması gerekenler ibaresi metinden neden çıkarılmıştır?,Bu ibare yanlış anlamalara yol açabileceği için bir önergenin kabulü ile metinden çıkarılmıştır.
Hangi gruplar özel surette korunacaklar arasına ilave edilmiştir?,Harp ve vazife şehitlerinin dul ve yetimleri ile malul ve gaziler özel surette korunacaklar arasına ilave edilmiştir.
Anayasa Komisyonunun kabul ettiği metinde hangi cümle eklenmiştir?,«Bu maksatla alınacak tedbirler eşitlik ilkesine aykırı olarak yorumlanamaz.»
Türkiye Cumhuriyeti Anayasası'nın 51. maddesi hangi konuyu ele alır?,Hayır
Türkiye Cumhuriyeti Anayasası'nın 51. maddesi hangi haklarla ilgilidir?,Hayır
Türkiye Cumhuriyeti Anayasası'nın 51. maddesi hangi yıl kabul edilmiştir?,Hayır
Türkiye Cumhuriyeti Anayasası'nın 51. maddesi hangi değişiklikleri içerir?,Hayır
Türkiye Cumhuriyeti Anayasası'nın 51. maddesi hangi yasama organı tarafından kabul edilmiştir?,Hayır
Anayasa hükümleri kimleri bağlar?,"Anayasa hükümleri, yasama, yürütme ve yargı organlarını, idare makamlarını ve diğer kuruluş ve kişileri bağlar."
Kanunlar Anayasaya aykırı olabilir mi?,"Hayır, kanunlar Anayasaya aykırı olamaz."
Anayasa hangi tür kuralları içerir?,"Anayasa, temel hukuk kurallarını içerir."
Anayasanın üstünlüğü ne anlama gelir?,"Anayasanın üstünlüğü, Anayasa hükümlerinin diğer tüm yasama, yürütme ve yargı organları ile idare makamları ve diğer kuruluş ve kişileri bağlayıcı olması anlamına gelir."
Anayasa hangi organları bağlar?,"Anayasa, yasama, yürütme ve yargı organlarını bağlar."
Anayasa'nın bağlayıcılığı ve üstünlüğü hangi maddede açıklanmaktadır?,Anayasa'nın bağlayıcılığı ve üstünlüğü 10. maddede açıklanmaktadır.
