soru,cevap
Erasmus+ Programı'nın okul eğitim alanındaki amacı nedir?,"Erasmus+ Programı'nın okul eğitim alanındaki amacı, eğitimde kaliteyi artırmak ve Program Ülkelerindeki okullar ve eğitim personeli arasında işbirliğini güçlendirmektir."
Ortaöğretim Genel Müdürlüğü'nün teşkilat yapısı hangi kanun ile düzenlenmiştir?,30.4.1992 tarihli ve 3797 sayılı Millî Eğitim Bakanlığının Teşkilat ve Görevleri Hakkında Kanun ile düzenlenmiştir.
Ortaöğretim Genel Müdürlüğü'nün yönetsel yapısında hangi pozisyonlar bulunmaktadır?,"Genel Müdür, Genel Müdür Yardımcısı, Daire Başkanı ve Şube Müdürlüğü şeklinde pozisyonlar bulunmaktadır."
Eğitim ve Öğretim Dairesi Başkanlığı hangi yapının bir parçasıdır?,"Eğitim ve Öğretim Dairesi Başkanlığı, Ortaöğretim Genel Müdürlüğü'nün bir parçasıdır."
Ortaöğretim Genel Müdürlüğü'nde kaç tane şube müdürlüğü bulunmaktadır?,15 tane şube müdürlüğü bulunmaktadır.
"Bütçe-Yatırım, Donatım ve Soruşturma Dairesi Başkanlığı hangi genel müdürlüğe bağlıdır?",Ortaöğretim Genel Müdürlüğü'ne bağlıdır.
652 sayılı Kanun Hükmünde Kararnamenin yürürlüğe girmesiyle Ortaöğretim Genel Müdürlüğünde hangi yapısal değişiklikler olmuştur?,Genel Müdür Yardımcılığı ile Daire Başkanlığı kadroları kaldırılarak Grup Başkanlığı sistemi ve Millî Eğitim Uzmanlığı sistemine geçilmiştir.
Yükseköğretim ve Yurtdışı Eğitim Genel Müdürlüğü kapatıldıktan sonra hangi yeni yapılar oluşturulmuştur?,Yükseköğretim Koordinasyon Grup Başkanlığı ve Yurtdışı Eğitim Grup Başkanlığı oluşturulmuştur.
6528 sayılı Kanun ile hangi değişiklikler yapılmıştır?,Grup başkanlığı tanımlaması daire başkanlığı olarak değiştirilmiş ve Yükseköğretim ve Yurtdışı Eğitim Genel Müdürlüğü kurulmuştur.
Ortaöğretim Genel Müdürlüğüne hangi yeni hizmet birimi eklenmiştir?,Özel Büro hizmet birimi eklenmiştir.
Araştırma-Geliştirme ve Projeler Daire Başkanlığının görevlerinden biri nedir?,"Ortaöğretime yönelik araştırma, planlama ve geliştirme çalışmaları yapmak."
Özel Büro'nun görevlerinden biri nedir?,Genel Müdürün sekretarya hizmetleri ile iletişimin aksatılmadan yürütülmesini sağlamak.
Genel Müdürün yurt içi ve yurt dışı programları için ne yapılır?,"Program ve toplantılar için bilgi notu, dosya ve konuşma metinleri hazırlanır veya hazırlatılır."
Eğitim Ortamlarının ve Öğrenme Süreçlerinin Geliştirilmesi Daire Başkanlığı'nın görevlerinden biri nedir?,Eğitim ortamlarını ve öğrenme süreçlerini geliştirmek.
Okullar arasındaki kalite ve sayısal farklılıkları gidermek için ne yapılır?,Gerekli tedbirler alınır.
Öğrenci velileri ve diğer sosyal taraflarla ilişkileri geliştirmek için ne yapılır?,Eğitimi desteklemelerini sağlayıcı tedbirler alınır.
Eğitim Politikaları Daire Başkanlığı hangi alanlarda çalışmalar yapar?,"Ortaöğretimde eğitim ve öğretime yönelik politika ve strateji geliştirme, eğitimde imkân ve fırsat eşitliğini artırma, araştırma, planlama ve geliştirme çalışmaları yapar."
Eğitim Politikaları Daire Başkanlığı hangi hukuki düzenlemeleri yürütür?,Politika ve uygulamalarla ilgili hukuki düzenlemeleri yürütür.
İdari ve Mali İşler Daire Başkanlığı hangi işleri yürütür?,"İdare ve personelle ilgili işler, bütçe ve malî konular, hesap, ayniyat, evrak ve arşiv işleri ile sivil savunma ve koruyucu güvenlik hizmetleriyle ilgili işleri yürütür."
İdari ve Mali İşler Daire Başkanlığı hangi konuları koordine eder?,Daire başkanlıklarının görevleri arasında yer almayan ve koordineyi gerektiren konularla ilgili işleri koordine eder.
Genel Müdür tarafından verilen diğer görevler hangi daire başkanlıkları tarafından yapılır?,Genel Müdür tarafından verilen diğer görevler hem Eğitim Politikaları Daire Başkanlığı hem de İdari ve Mali İşler Daire Başkanlığı tarafından yapılır.
İzleme ve Değerlendirme Daire Başkanlığı hangi alanlarda ölçme ve değerlendirme yapar?,"Okul, ilçe, il ve ülke düzeyinde yapılan eğitim, öğretim ve yönetim hizmetleri ile ilgili ölçme ve değerlendirme yapar."
Öğrenci İşleri ve Sosyal Etkinlikler Daire Başkanlığı'nın görevlerinden biri nedir?,"Öğrencilerin kayıt-kabul, nakil, kontenjan, ödül, disiplin, başarı değerlendirme gibi işlerini yapmaktır."
"Öğrenci Pansiyonları ve Burslar Daire Başkanlığı, pansiyon ödenek ihtiyaçlarını nasıl karşılar?",Pansiyon ödenek ihtiyaçlarını dikkate alarak %12’lerden yardım ödeneği gönderir.
Öğrenci İşleri ve Sosyal Etkinlikler Daire Başkanlığı yurt dışından gelen ortaöğretim öğrencileriyle ilgili ne yapar?,Yurt dışından gelen ortaöğretim öğrencileriyle ilgili iş ve işlemleri yürütür.
"İzleme ve Değerlendirme Daire Başkanlığı, öğretim materyalleriyle ilgili hangi süreçleri takip eder?",Öğretim materyallerinin kullanımıyla ilgili süreçleri izler ve değerlendirir.
Ortaöğretimle ilgili öğretim programlarını kim hazırlamakla görevlidir?,Programlar ve Öğretim Materyalleri Daire Başkanlığı hazırlamak veya hazırlatmakla görevlidir.
Ders kitapları ve eğitim araç-gereçleri ile ilgili hangi tür çalışmalar yapılır?,"Gerekli araştırma, planlama ve geliştirme çalışmaları yapılır."
"Genel Müdür, hangi kanun ve belgeler doğrultusunda görevlerini yürütür?","Anayasa, 1739 sayılı Millî Eğitim Temel Kanunu, 652 sayılı Millî Eğitim Bakanlığının Teşkilat ve Görevleri Hakkında Kanun Hükmünde Kararname, kalkınma planları, hükümet programları ve Bakanlık Stratejik Planı doğrultusunda görevlerini yürütür."
Genel Müdürlük personelinin görev dağılımını kim yapar?,Genel Müdür yapar.
"Genel Müdürlük, ihtiyaç duyulduğunda hangi tür faaliyetleri yapar?","Toplantı, çalıştay ve benzeri faaliyetlerin yapılmasını sağlar."
"Genel Müdürlük, personel planlaması ve yetiştirilmesi için ne tür tedbirler alır?","Genel Müdürlük, insan gücü ihtiyacını belirlemek, personel planlamasını yapmak, personelin yetiştirilmesi ve üst görevlere hazırlanması için gerekli tedbirleri alır."
"Genel Müdürlük, hizmet sürecinde israfı önlemek için ne yapar?","Genel Müdürlük, hizmet sürecinde yer alan tüm unsurların etkin ve verimli bir şekilde kullanılmasını sağlamak ve israfın önlenmesine yönelik gerekli tedbirleri almak için çalışır."
"Daire Başkanı, personelin görev dağılımını nasıl yapar?","Daire Başkanı, personelin görev dağılımını yapmak, yazılı olarak tebliğ etmek ve koordinasyonu sağlamakla sorumludur."
"Genel Müdürlük, yurtiçi ve yurtdışında hangi faaliyeti yürütür?","Genel Müdürlük, Bakanlığı yurtiçi ve yurtdışında temsil etmekle görevlidir."
"Daire Başkanı, personelin mesleki gelişimi için ne tür önlemler alır?","Daire Başkanı, personelin mesleki gelişimini sağlamak, verimli çalışması için gerekli önlemleri almak ve personele rehberlik etmekle sorumludur."
Genel Müdürlüğü temsilen hangi etkinliklere katılmak gerekmektedir?,"Toplantı, panel, seminer, sempozyum ve diğer çalışmalara katılmak gerekmektedir."
"Genel Müdürlük, bakanlık çalışma programındaki sorumlulukları nasıl yerine getirir?","Çalışmaları yapmak, süresi içerisinde sonuçlanmasını sağlamakla yerine getirir."
Personelin yıllık izinleri nasıl planlanır ve onaylanır?,Personelin yıllık izinleri planlanır ve her türlü izinleri onaylanır.
Taşınırların kullanımı ve bakımı nasıl sağlanır?,"Taşınırların amacına uygun olarak kullanılmasını, bakımının yaptırılmasını ve muhafazasını sağlamakla sağlanır."
Bilgi Edinme Hakkı Kanunu kapsamında gelen başvurular nasıl cevaplanır?,Mevzuatına uygun olarak zamanında cevaplandırılması sağlanır.
"Şube Müdürü, özel büro ile ilgili hizmetlerin yürütülmesini nasıl sağlamalıdır?",Özel büro ile ilgili hizmetlerin mevzuatına uygun olarak yürütülmesini sağlamalıdır.
Genel Müdürün katılacağı toplantılarla ilgili hangi işlemleri takip etmek Şube Müdürünün görevidir?,Genel Müdürün katılacağı toplantılarla ilgili İdari ve Mali İşler Daire Başkanlığı tarafından alınacak onay işlemlerini takip etmek Şube Müdürünün görevidir.
Genel Müdürün yurt içi ve yurt dışı programlarını kim takip eder?,Genel Müdürün yurt içi ve yurt dışı programlarını Şube Müdürü takip eder.
Yazılı ve görsel basında çıkan yayınlarla ilgili genel müdürü kim bilgilendirir?,Yazılı ve görsel basında çıkan yayınlarla ilgili genel müdürü Şube Müdürü bilgilendirir.
Genel Müdürlüğün tarihçesinin hazırlanmasını kim sağlar?,Genel Müdürlüğün tarihçesinin hazırlanmasını Şube Müdürü sağlar.
"APK Uzmanı, Eğitim Uzmanı ve Şahsa Bağlı Eğitim Uzmanı görevlerini hangi standartlara uygun olarak yürütmelidir?","Görevlerini mevzuata, stratejik plan ve programlara, performans ölçütlerine ve hizmet kalite standartlarına uygun olarak yürütmelidir."
Genel müdürlüğün merkez ve taşra teşkilatında hangi konularda çalışmalar yapılmalıdır?,"Eğitim, öğretim ve yönetim hizmetleriyle ilgili konularda; araştırma, inceleme, planlama, uygulama, değerlendirme ve geliştirme çalışmaları yapılmalıdır."
Genel müdürlük personelinin mesleki gelişimi için ne yapılmalıdır?,Genel müdürlük personelinin mesleki gelişiminin sağlanmasına yönelik eğitim ihtiyaç analizi yapılmalı ve ilgili daire başkanlığına sunulmalıdır.
Yazılar hangi yönetmelik hükümlerine uygun olarak hazırlanmalıdır?,"Yazılar, Resmî Yazışmalarda Uygulanacak Esas ve Usuller Hakkında Yönetmelik hükümlerine uygun olarak hazırlanmalıdır."
Ulusal ve uluslararası kurum ve kuruluşlarla hangi tür etkinliklere katılmak gereklidir?,Ulusal ve uluslararası kurum ve kuruluşlar nezdinde yapılacak ve genel müdürlük tarafından uygun görülecek toplantı ve çalışmalara katılmak gereklidir.
Çalışma Grubu Koordinatörü'nün görevleri nelerdir?,"Görevini mevzuata, stratejik plan ve programlara, performans ölçütlerine ve hizmet kalite standartlarına uygun olarak yürütmek, politika, strateji ve hedeflerin tespiti için araştırma ve incelemeler yapmak, ulusal ve uluslararası toplantılara katılmak, çalışma gruplarının faaliyetlerini etkin ve verimli bir şekilde tamamlamak, mevzuat hükümleri çerçevesinde görevleri yerine getirmek, gerekli araç ve gerecin temini ve korunmasını sağlamak, yazıları yönetmeliklere uygun olarak hazırlamak, amirlerince verilecek diğer görevleri yapmak."
Görevli Öğretmen'in sorumlulukları nelerdir?,"Görevli olduğu birimde ve çalışma grubunda kendisine verilen görevleri zamanında ve mevzuata uygun olarak yürütmek, araştırma, inceleme, planlama, uygulama, değerlendirme ve geliştirme çalışmaları yapmak, sorumluluğundaki işler için gerekli araç ve gerecin temini ve korunmasını sağlamak, yazıları yönetmeliklere uygun olarak hazırlamak, ulusal ve uluslararası toplantılara katılmak, amirlerince verilecek diğer görevleri yapmak."
Çalışma Grubu Koordinatörü'nün uluslararası katılımı nasıl gerçekleşir?,Ulusal ve uluslararası kurum ve kuruluşlar nezdinde yapılacak ve genel müdürlük tarafından uygun görülecek toplantı ve çalışmalara katılarak gerçekleşir.
Görevli Öğretmen hangi yönetmeliğe uygun olarak yazı hazırlar?,Resmî Yazışmalarda Uygulanacak Esas ve Usuller Hakkında Yönetmelik hükümlerine uygun olarak yazı hazırlar.
Çalışma gruplarının faaliyetlerinin tamamlanmasından kim sorumludur?,"Çalışma Grubu Koordinatörü, çalışma gruplarının faaliyetlerinin belirlenen zaman içerisinde etkin ve verimli bir şekilde tamamlanmasını sağlamaktan sorumludur."
Şefin görevlerini yerine getirirken hangi unsurlara dikkat etmesi gerekir?,"Şef, görevini mevzuata, stratejik plan ve programlara, performans ölçütlerine ve hizmet kalite standartlarına uygun olarak yürütmelidir."
"Çözümleyici, bilgisayar destekli işler için hangi çalışmaları yapmalıdır?","Çözümleyici, bilgisayar destekli yürütülecek işler için gerekli fizibilite çalışmalarını yapmalıdır."
"Şef, yaptığı çalışmalarla ilgili hangi işlemleri gerçekleştirmelidir?","Şef, yaptığı çalışmalarla ilgili bilgi ve belgeleri dosyalamak ve muhafaza etmekle yükümlüdür."
"Çözümleyici, analiz çalışmaları için hangi adımları izlemelidir?","Çözümleyici, analiz çalışmaları için gereksinimleri saptamak ve ihtiyaç duyulan bilgileri toplamak zorundadır."
Şefin yazışmaları hazırlarken uyması gereken yönetmelik nedir?,"Şef, yazışmaları Resmî Yazışmalarda Uygulanacak Esas ve Usuller Hakkında Yönetmelik hükümlerine uygun olarak hazırlamalıdır."
"Bilgisayar İşletmeni, resmi yazışmaları hangi yönetmelik hükümlerine uygun olarak hazırlar?",Resmî Yazışmalarda Uygulanacak Esas ve Usuller Hakkında Yönetmelik hükümlerine uygun olarak hazırlar.
"Sekreter, amirinin hangi hizmetlerinin düzenli yapılmasını sağlar?","Toplantı, randevu ve iletişim hizmetlerinin düzenli olarak yapılmasını sağlar."
"Veri Hazırlama ve Kontrol İşletmeni, biriminde ihtiyaç duyulan kırtasiye malzemelerini nasıl temin eder?",İlgili birimden temin eder ve kullanıma hazır bulundurur.
"Sekreter, amirinin makam odasının düzeni için ne yapar?","Tertip, düzen ve temizlik için gerekli önlemleri alır."
"Bilgisayar İşletmeni, DYS dışındaki evrakı nasıl işler?","Genel müdürlüğe intikal eden resmî evrakın kaydını yapar, DYS’ye aktarır ve ilgili birime yönlendirir."
Memurun yazıları hazırlama ve takibini yaparken uyması gereken yönetmelik nedir?,Resmî Yazışmalarda Uygulanacak Esas ve Usuller Hakkında Yönetmelik.
Memurun DYS dışında genel müdürlüğe intikal eden evrakla ilgili görevi nedir?,"Evrakın kaydını yapmak, DYS’ye aktarmak ve ilgili birime yönlendirmek."
"Dağıtıcı, genel müdürlük ve daire başkanlıkları tarafından gönderilen evrakla ilgili hangi görevi yapar?",DYS dışı evrakın Bakanlık dışına dağıtımını yapmak.
Dağıtıcının evrak dağıtımı ile ilgili tutması gereken zimmet nedir?,Postalama ve pul zimmeti.
Memurun göreviyle ilgili kayıtları nasıl tutması gerekmektedir?,Mevzuatına uygun olarak.
Kazım Nami DURU hangi yıllar arasında Ortaöğretim Genel Müdürlüğü yapmıştır?,1920-1922
Ortaöğretim Genel Müdürlüğü görevini en uzun süre yapan kişi kimdir?,Cevat DURSUNOĞLU (14.01.1926-25.01.1931)
Hayri ARDIÇ Ortaöğretim Genel Müdürlüğü görevini kaç kez üstlenmiştir?,İki kez (04.10.1933-08.12.1933 ve 01.06.1939-18.04.1949)
Şakir SOYSAL hangi tarihler arasında Ortaöğretim Genel Müdürü olarak görev yapmıştır?,29.08.1960-02.11.1960
Ortaöğretim Genel Müdürlüğü görevini 1965-1969 yılları arasında kim yürütmüştür?,İbrahim CENGİZ
Hüseyin IŞIK hangi tarihler arasında görev yapmıştır?,17.03.1974-14.05.1975
Ortaöğretim Genel Müdürlüğü görevini en uzun süre yapan kişi kimdir?,"Hüseyin ATILGAN, 09.08.1995-08.02.2005 tarihleri arasında görev yapmıştır."
Necati ÖZTÜRK'ün görev süresi ne kadardır?,07.02.1977-09.09.1977
M. Emin GÜRKAN hangi tarihler arasında Ortaöğretim Genel Müdürü olarak görev yapmıştır?,04.05.2007-22.11.2011
Abdülkadir TÜRKMEN'in görev süresi ne zaman sona ermiştir?,18.07.1990
Ercan Türk hangi üniversitede lisans eğitimini tamamladı?,Ankara Üniversitesi Eğitim Bilimleri Fakültesi Eğitim Yönetimi ve Planlaması bölümünde lisans eğitimini tamamladı.
Ercan Türk'ün yüksek lisans tezi hangi konuda?,Cumhuriyet Döneminde Millî Eğitim Bakanlığı Merkez Örgütündeki Yapısal Değişmeler konulu tez çalışması yaptı.
Ercan Türk hangi ülkelerde inceleme ve araştırmalarda bulundu?,"Finlandiya, Belçika, Almanya, Malezya, Singapur, Dubai, İspanya, İngiltere, Fransa, Japonya, Suudi Arabistan, Kenya ve İsviçre'de inceleme ve araştırmalarda bulundu."
Ercan Türk'ün yayımlanmış eserlerinden biri hangi üniversitelerde ders kitabı olarak okutulmaktadır?,Türk Eğitim Sistemi ve Yönetimi adlı kitabı bazı üniversitelerde yüksek lisans düzeyinde ders kitabı olarak okutulmaktadır.
Ercan Türk'ün uzmanlık alanları nelerdir?,"Eğitim politikası, eğitim planlaması, stratejik yönetim ve planlama, strateji geliştirme konuları uzmanlık alanlarıdır."
Ortaöğretim Genel Müdürü ne zaman asaleten atandı?,24.04.2013 tarihinde asaleten atandı.
Ortaöğretim Genel Müdürlüğünün görevleri nelerdir?,"Genel liseler, Anadolu liseleri, fen liseleri, Anadolu güzel sanatlar liseleri ve benzeri okulların eğitim, öğretim ve yönetimi ile ilgili görevleri yürütmek, eğitim ve öğretim programlarını hazırlamak ve Talim ve Terbiye Kuruluna sunmak."
