soru,cevap
Türkiye'deki yüksek endemizm düzeyi ülkeye ne tür bir sorumluluk yüklemektedir?,"Yüksek endemizm düzeyi, Türkiye'ye bu türlerin korunması ve yok olmaması konusunda büyük bir sorumluluk yüklemektedir."
Türkiye'de hangi bitki türleri uluslararası çiçek soğanı ticaretinde tanınır?,"Kardelen, karçiçeği, siklamen, lale, çiğdem türleri uluslararası çiçek soğanı ticaretinde tanınır."
"Türkiye, Avrupa Çevre Ajansına üyelik başvurusunu ne zaman yapmıştır?","Türkiye, Avrupa Çevre Ajansına 1999 yılı Haziran ayında üyelik başvurusunda bulunmuştur."
Avrupa Çevre Ajansı hangi tarihte kurulan bir kurumdur?,"Avrupa Çevre Ajansı, Avrupa Birliği Konseyi’nin 07 Mayıs 1990 tarihli Yönetmeliği ile kurulan bir kurumdur."
AB Komisyonu müzakere süreci ne zaman başlamıştır?,"AB Komisyonu müzakere süreci, Brüksel’de 27 Mart 2000 tarihinde yapılan toplantı ile başlamıştır."
Türkiye'nin Avrupa Çevre Ajansı'na katılımı hangi toplantıda ele alınmıştır?,"Türkiye'nin Avrupa Çevre Ajansı'na katılımı, 09 Ekim 2000 tarihinde Brüksel’de gerçekleştirilen “AB’ye Aday Ülkeler Çevre Bakanları Toplantısı”nda ele alınmıştır."
Türkiye'nin Avrupa Çevre Ajansı ve Avrupa Bilgi ve Gözlem Ağı’na katılımı hangi kanunla onaylanmıştır?,"Türkiye'nin Avrupa Çevre Ajansı ve Avrupa Bilgi ve Gözlem Ağı’na katılımı, Türkiye Büyük Millet Meclisi’nde 23/1/2003 tarihli ve 4794 sayılı Kanunla onaylanmıştır."
Türkiye'nin Avrupa Çevre Ajansı'na katılımı hangi konularda veri ve bilgi teminini sağlamaktadır?,"Türkiye'nin Avrupa Çevre Ajansı'na katılımı, çevre alanında ve diğer önemli alanlarda (sanayi, tarım vs.) AB müktesebatına uyum sürecinde gerekli olan doğru, güvenilir, AB standartlarına uygun verinin toplanması ve işlenmesi için veri ve bilgi teminini sağlamaktadır."
Ulusal Çevre Veri Tabanı Sisteminin Oluşturulması Projesi hangi bakanlık tarafından başlatılmıştır?,"Ulusal Çevre Veri Tabanı Sisteminin Oluşturulması Projesi, Çevre Bakanlığı tarafından başlatılmıştır."
EIONET sisteminin ülkemizde hayata geçirilmesi hangi alanlarda olumlu katkılar sağlayacaktır?,"Ülkemizin çevre durumunun izlenmesi ve rapor edilmesi, çevre alanındaki veri ve bilgilere kamunun erişiminin sağlanması gibi alanlarda olumlu katkılar sağlayacaktır."
Türkiye’nin Avrupa Çevre Ajansı’na karşı yükümlülükleri ne zaman başlayacaktır?,Anlaşmanın yürürlüğe girmesini takip eden üç ay içinde başlayacaktır.
Türkiye’nin şu andaki raporlama yükümlülükleri nereden kaynaklanmaktadır ve kaç adettir?,Yalnızca uluslararası anlaşmalardan kaynaklanmaktadır ve 13 adettir.
Aarhus Sözleşmesi hangi konuları kapsar?,"Çevresel konularda bilgiye erişim, çevresel karar verme sürecine halkın katılımı ve yargıya başvuru konularını kapsar."
"Türkiye, Aarhus Sözleşmesi'ni neden imzalamamıştır?","Çevresel bilgiye erişim ile ilgili hükümlerin yerine getirilmesini sağlayacak teknik altyapının hazır olmaması, halk katılımı ile ilgili yükümlülüklerin yerine getirilebilmesi için mevzuatın revize edilmesi gerekliliği ve yatırım projelerinin engellenebileceği endişeleri nedeniyle imzalamamıştır."
CITES Sözleşmesi Ulusal Uygulama Yönetmeliği kapsamında hangi proje TÜBİTAK’a ihale edilmiştir?,CITES Veri Tabanının Oluşturulması Projesi TÜBİTAK’a ihale edilmiştir.
Birleşmiş Milletler Kalkınma Programı ile Çevre Bakanlığı arasında imzalanan proje kapsamında hangi program hazırlanması hedeflenmektedir?,Sürdürülebilir Enerji ve Atmosferin Korunması ve Çölleşme ile Mücadele Programı çerçevesinde Ulusal Eylem Programı hazırlanması hedeflenmektedir.
Bilgi Edinme Hakkı Yasa Tasarısı ne zaman yürürlüğe girecektir?,"Yasa, kabul edildikten 6 ay sonra yürürlüğe girecektir."
Bilgi Edinme Hakkı Yasası'na göre vatandaşlar ne yapabilecektir?,Vatandaşlar kamu kurum ve kuruluşlarından istedikleri bilgi ve belgeyi talep edebileceklerdir.
Bilgi Edinme Hakkı Yasası'nda bilgi edinme hakkının reddedilmesi hangi durumlarda mümkündür?,Devlet sırrı veya Devletin ekonomik menfaatlerine ilişkin bilgi veya belgelerden olması nedeniyle başvurular reddedilebilir.
Ülkemizde çevre ile ilgili veri toplayan temel kurum hangisidir?,Devlet İstatistik Enstitüsü.
Türkiye Çevre ve Kalkınma Gözlemevi Projesi hangi programdan desteklenmiştir?,Avrupa Birliği LIFE programından desteklenmiştir.
Ulusal Çevre Veri Tabanı Projesi ne zaman başlatılmıştır?,1999 yılında başlatılmıştır.
CITES Veri Tabanının Oluşturulması Projesi hangi yılları kapsamaktadır?,2001-2003 yıllarını kapsamaktadır.
Hava kirliliği ölçme ve izleme sistemi hangi programdan finanse edilmiştir?,MATRA programından finanse edilmiştir.
Türkiye'de çevre eğitimi konusunda en önemli sorun nedir?,İlgi ile bilginin birbirine karışmasıdır.
Çevre sorunlarının çözümü için hangi uzmanlık alanı önemlidir?,Çevre mühendisliği.
Türkiye'de çevre mühendisliği eğitiminin seviyesi nasıldır?,Aynı seviyede değildir ve uluslararası düzeyi yakalayamamıştır.
Türkiye'de çevre mühendisliği eğitimi hangi alanda büyük eksiklik yaratmaktadır?,Teknik eleman açığının kapatılması yönünde eksiklik yaratmaktadır.
Çevre mühendisliği eğitimi hangi üniversitelerde daha iyi seviyededir?,Eğitim ve araştırma seviyesi uluslararası düzeyi yakalayamamış üniversitelerde daha düşük seviyededir.
Genç nüfusun çevre sorunlarına olan ilgisi nasıl değerlendirilmektedir?,Genç nüfusun çevre sorunlarına olan ilgisi artmakla birlikte bilinçlenme düzeyi yeterli değildir.
Çevre korumaya yönelik derslerin müfredata dahil edilmesi neden gereklidir?,"Çevre korumaya yönelik derslerin müfredata dahil edilmesi, genç nüfusun bilinçlenme düzeyini artırmak için gereklidir."
Araştırma potansiyelini kuvvetlendirmek için ne tür çalışmalar yapılmalıdır?,Araştırma potansiyelini kuvvetlendirmek amacıyla araştırma ve kaynak tahsisinin artırılması yönünde çalışmalar yürütülmelidir.
1972 yılında Stockholm'de düzenlenen konferansın önemi nedir?,"1972 yılında Stockholm'de düzenlenen konferans, çevre konusunda küresel ölçekte yapılan ilk değerlendirmedir ve BM Çevre Programı (UNEP) bu konferansın ardından kurulmuştur."
Su krizinin tanımı nedir?,"Su krizi, bir milyarın üzerindeki insanın sağlıklı içme suyuna yeterli erişim sağlayamaması ve dünya nüfusunun yarısının yeterli su ve atıksu altyapısına sahip olmaması şeklinde tanımlanabilir."
Gelecek onyıllarda su ihtiyacının artması beklenen yerler nerelerdir?,Gelecek onyıllarda özellikle büyük kentlerde su ihtiyacının giderek artması beklenmektedir.
2025 yılından itibaren kaç insanın su kıtlığı ile karşılaşacağı tahmin edilmektedir?,2025 yılından itibaren 3 milyardan fazla insanın su kıtlığı ile yüzyüze geleceği tahmin edilmektedir.
"Dünya su krizi, su kaynaklarının yetersizliği mi yoksa başka bir sorun mu olarak değerlendirilmektedir?","Dünya su krizi, su kaynaklarının yetersizliği değil, yönetiminin iyi yapılamamasından kaynaklanan bir yönetişim krizidir."
Hollanda'da toplanan '2. Dünya Su Forumu'nun amacı nedir?,"Hollanda'da toplanan '2. Dünya Su Forumu', Dünya su krizini uluslararası gündemin üst sıralarına taşımıştır."
Çevresel güvenliğin sağlanması için hangi hedef ortaya atılmıştır?,Su güvenliği hedefi ortaya atılmıştır.
Forumun anahtar mesajı nedir?,Forumun anahtar mesajı 'Su herkesi ilgilendirir' (Water is Everyone's business) argümanıdır.
Avrupa Birliği su politikalarını hangi direktifle biçimlendirmiştir?,Avrupa Birliği su politikalarını Su Çerçeve Direktifi (SÇD) (2000/60/EC) ile biçimlendirmiştir.
Su Çerçeve Direktifi'nin hedefi nedir?,"Direktif, tüm AB sınırları içerisindeki su kaynaklarının sadece kantitatif olarak değil, kalitatif olarak da korunmasını ve kontrol edilmesini hedeflemektedir."
Birleşmiş Milletler Binyıl Konseyi tarafından oluşturulan 'Uluslararası Kalkınma Hedefi' nedir?,'2015 yılında yoksulluk sınırının altında yaşayan insanların oranını yarıya indirmek ve açlık sınırındaki ve sağlıklı içme suyu kaynaklarına erişemeyen insanların oranını yarıya indirmek' olarak özetlenebilir.
Dünya Sürdürülebilir Kalkınma Zirvesi'nde hangi konuya en çok değinilmiştir?,Dünya su krizi en çok değinilen konulardan biri olmuştur.
AB Su İnisiyatifi nedir?,"AB Su İnisiyatifi, AB'nin genişleme sınırları içerisindeki ve gelişmekte olan ülkeler ile su ortaklıkları kurarak, su projelerinin gerçekleştirilmesine yönelik finansal destek imkanları sunmaktadır."
IPPC Direktifi nedir?,"IPPC Direktifi, atıksuları, katı ve tehlikeli atıklarla, hava kirletici emisyonları birlikte değerlendiren Bütünleşik Kirlilik Önleme ve Kontrol Direktifi'dir."
IPPC Direktifi'nin uygulama süresi ne kadardır?,İşletmelere Direktifin yürürlüğe girdiği tarihten itibaren 11 yıllık bir geçiş süresi öngörülmektedir.
MEİT nedir?,"MEİT, Mevcut En İyi Teknoloji (Best Available Technology) çerçevesinde verilen izinlerdir ve pek çok durumda radikal değişiklikler ve işletmeler için yüksek maliyetli unsurlar içermektedir."
Gelişmiş ülkelerde üretilen evsel nitelikli katı atık miktarı ne kadardır?,Gelişmiş ülkelerde üretilen evsel nitelikli katı atık miktarı ortalama olarak 1 kg/kişi.gün düzeyindedir.
Avrupa Birliği'nin katı ve tehlikeli atıkların kontrolü için belirlediği beş ana prensip nelerdir?,"Bu prensipler, atık yönetimi hiyerarşisi, topluluk düzeyinde ve mümkünse ülke düzeyinde kendine yeterlilik, Mevcut En İyi Teknoloji-MEİT, atıkların kaynağa yakın bertarafı ve kirleten öder prensibi kapsamında üretici sorumluluğu olarak özetlenebilir."
Basel Sözleşmesi'ne taraf olan ülkelerin yükümlülükleri nelerdir?,"Basel Sözleşmesi gereğince ülkelere verilmiş bir yükümlülük bulunmamaktadır. Ancak, Sözleşmeye taraf ülkelerin her yıl sonu Basel Sekreteryasına rapor vermesi ve katkı payı ödemesi gerekmektedir."
İzmir Protokolü hangi sözleşmenin ilerisinde uygulama ve kısıtlamalar içermektedir?,"İzmir Protokolü, Basel Sözleşmesi'nin ilerisinde uygulama ve kısıtlamalar içermektedir."
Avrupa Birliği'nde bozulmaya maruz kalmış toprak miktarı ne kadardır?,Avrupa Birliği'nde 52 milyon hektar toprak (tüm toprakların %16'sı) herhangi bir nedenle bozulmaya maruz kalmıştır.
Dünya Çölleşme Atlası'na göre çölleşme tehdidi altında olan bölgeler hangileridir?,"Orta ve güneydoğu İspanya, güney İtalya, güney Fransa ve Portekiz ve Yunanistan'ın önemli bir kısmı çölleşme tehdidi ile karşı karşıyadır."
AB'de su ve rüzgar erozyonuna maruz kalan toprak miktarı nedir?,AB'de 26 milyon ha toprak su erozyonuna ve 1 milyon ha toprak ise rüzgar erozyonuna maruz kalmaktadır.
Toprak kirliliğinin önlenmesi için Avrupa'da yapılması gereken yatırım miktarı ne kadardır?,"Avrupa Çevre Ajansı, tüm Avrupa’da toprak kirliliği’nin önlenmesi amacıyla 59 – 109 milyar EURO civarında bir yatırım gerekli olacağını belirtmektedir."
Avrupa'nın bazı ormanlık bölgelerinde yüksek azot yüklerine neden olan faaliyetler nelerdir?,"Trafik, endüstri vb faaliyetlerden kaynaklanan azot emisyonları nedeniyle bazı ormanlık bölgelerde 60 kg N/ha.yıl gibi yüksek değerlerde azot yüklerine rastlanmıştır."
Toprak kaynaklarını tehdit eden diğer unsurlar nelerdir?,"Çölleşme, erozyon ve kirlenmenin yanında, toprak kaynaklarını tehdit eden diğer unsurlar toprağın üstünün kaplanması, sıkıştırılması, tuzlanma, seller ve toprak kaymasıdır."
Toprak kirliliği neden önemli bir problem haline gelmiştir?,"Toprak kirliliği, çevresel, sosyal ve ekonomik boyutları ile tüm dünyanın önem verdiği bir problem haline gelmiştir."
1972 yılında hangi kuruluş toprağın korunmasına yönelik politika geliştirmeye çağırmıştır?,"1972'de Avrupa Toprak Birliği Konseyi, tüm devletleri toprağın korunmasına yönelik politika geliştirmeye çağırmıştır."
Gıda ve Tarım Örgütü (FAO) ve Birleşmiş Milletler Çevre Programı (UNEP) 1982 yılında ne yapmıştır?,"1982 yılında FAO ve UNEP, toprak kaynaklarının akılcı kullanımı için uluslararası işbirliği arayışlarına girmişlerdir."
1992 Dünya Zirvesi'nde oluşturulan Gündem 21 çerçevesinde hangi konvansiyon ortaya çıkmıştır?,1992 İklim Değişikliği Hakkında Çerçeve Konvansiyonu ortaya çıkmıştır.
Kyoto Protokolü hangi konuyu teşvik etmektedir?,"Kyoto Protokolü, sürdürülebilir kalkınmayı teşvik etmektedir."
1992 Biyolojik Çeşitlilik Konvansiyonu'nun amacı nedir?,"1992 Biyolojik Çeşitlilik Konvansiyonu, biyolojik çeşitliliğin ve onun bileşenlerinden biri olarak toprağın korunmasını amaçlamaktadır."
1994 Çölleşme ile Mücadele Konvansiyonu'nun hedefleri nelerdir?,"Konvansiyon, toprağın bozulmasının önlenmesini, kısmen bozulmuş alanların rehabilite edilmesini ve çölleşen alanların uluslararası işbirliği ve anlaşmalar yardımı ile onarılmasını amaçlamaktadır."
Biyoteknoloji ve yaşambilimlerindeki gelişmelerin toprak kirliliği üzerindeki etkisi nedir?,"Biyoteknoloji ve yaşambilimlerindeki gelişmeler, toprak mikrobiyolojisi ve mikrobiyal çeşitlilik konularında önemli bilgi birikimleri sağlamış ve kirlenmiş toprakların iyileştirilmesinde biyolojik yöntemlerin yaygın kullanımını mümkün kılmıştır."
Avrupa Komisyonu'nun 1998'de Bonn'da yayımladığı memorandumun amacı nedir?,"Bonn Memorandumu, Avrupa'da Toprağın Korunması Politikaları hakkında bilgi üretmek ve bilginin paylaşımını sağlamaktır."
Hava kirliliği kontrolü için gelecekteki odak noktası nedir?,"Gelecek on yıl içinde temel odak noktası, hava kalitesi standartlarının uygulanması ve tüm hava mevzuatı ve ilgili politika girişimlerinin tutarlılığı olacaktır."
Çevre ve sürdürülebilir kalkınma açısından hangi göstergeler geliştirilmektedir?,Hava kirliliği eğilimlerinin izlenebilmesini ve uygulanan politikaların başarı düzeyinin belirlenmesini sağlayabilecek göstergeler geliştirilmektedir.
"Avrupa Komisyonu, CO2 emisyonlarını azaltmak için hangi sektörlerle görüşmeler yapmaktadır?","Avrupa Komisyonu, CO2 emisyonlarını azaltmak amacıyla petrol ve motorlu taşıt endüstrileri ile görüşmeler yapmaktadır."
Oto-petrol programının amacı nedir?,"Oto-petrol programı, hava kalitesinin artan trafiğe rağmen iyileşmeyi sürdürebilmesi için yeni, düşük maliyetli emisyon limitleri ve yakıt kalitesi standartları önermektedir."
Büyük Avrupa kentlerinde hava kirliliğinin başlıca nedeni nedir?,Büyük Avrupa kentlerinde hava kirliliğinin başlıca nedeni trafiktir.
"AB, kentsel ulaşımda hangi modelleri teşvik etmektedir?","AB, kentsel ulaşımda 'en iyi uygulama' modellerini teşvik etmektedir."
Avrupa Birliği bölgesinin hangi kısmı aşırı asitleşmeye maruzdur?,"Avrupa Birliği bölgesinin %60'ından fazlası, özellikle de kuzey ülkeleri aşırı asitleşmeye maruzdur."
Ozon tabakasının incelmesine neden olan kimyasal bileşikler nelerdir?,Ozon tabakasının incelmesine neden olan kimyasal bileşikler kloroflorokarbonlar (CFC'ler)dir.
Montreal Protokolü'nün amacı nedir?,"Montreal Protokolü, CFC'lerin üretimini azaltmaya ve dondurmaya yönelik önlemler ve yükümlülükler konusunda anlaşmaya varmayı amaçlamaktadır."
Ozon tabakasının korunması için hangi sözleşme ve protokol imzalanmıştır?,Ozon tabakasının korunması için 1985 yılında 'Ozon Tabakasının Korunması Viyana Sözleşmesi' ve 1987 yılında 'Ozon Tabakasını İncelten Maddelere İlişkin Montreal Protokolü' imzalanmıştır.
Ozon tabakasının incelmesi kontrol altına alınmazsa stratosferik klor yükünün ne kadar artacağı tahmin edilmektedir?,"Ozon tabakasının incelmesi kontrol altına alınmazsa, stratosferik klor yükünün 2030’da bugünkü seviyesinin 2.5 katı, 2060 yılında ise bugünkünün yaklaşık 5 katı olacağı tahmin edilmektedir."
Kyoto Protokolü'ne göre gelişmiş ülkeler hangi sera gazı salımlarını azaltmakla yükümlüdür?,"Kyoto Protokolü'ne göre gelişmiş ülkeler, KP/Ek A'da listelenen sera gazlarının insan kaynaklı karbondioksit (CO2) eşdeğer salımlarını 1990 düzeylerinin en az %5 altına indirmekle yükümlüdür."
Hangi ülkeler sera gazı salımlarını arttırma ayrıcalığına sahiptir?,"Avustralya %8, İzlanda %10 ve Norveç %1 düzeyinde sera gazı salımlarını arttırma ayrıcalığına sahiptir."
ABD'nin Kyoto Protokolü'ne katılmama nedeni nedir?,"ABD Başkanı G. W. Bush, Mart 2001'de ülkesinin ekonomik çıkarlarına olumsuz bir etkide bulunacağını ileri sürerek, Kyoto Protokolü'ne taraf olmayacağını açıklamıştır."
